Production Order ID;Machine ID;Material;Machine Status;Temperature;Timestamp
15486;46;Super-X Monster Truck;OK;21.0;2014-01-02 09:00:00 UTC
15485;47;Super-X Monster Truck;OK;23.5;2014-01-02 09:00:00 UTC
15484;48;Super-X Monster Truck;OK;26.9;2014-01-02 09:00:00 UTC
15483;49;Super-X Monster Truck;OK;14.6;2014-01-02 09:00:00 UTC
15482;50;Super-X Monster Truck;OK;27.5;2014-01-02 09:00:00 UTC
15544;38;Super-X Offroad Car;OK;60.0;2014-01-03 09:00:00 UTC
15543;39;Super-X Offroad Car;OK;62.3;2014-01-03 09:00:00 UTC
15542;40;Super-X Offroad Car;OK;40.6;2014-01-03 09:00:00 UTC
15541;41;Super-X Offroad Car;OK;60.8;2014-01-03 09:00:00 UTC
15540;42;Super-X Offroad Car;OK;47.8;2014-01-03 09:00:00 UTC
15539;43;Super-X Offroad Car;OK;19.1;2014-01-03 09:00:00 UTC
15538;44;Super-X Offroad Car;OK;31.4;2014-01-03 09:00:00 UTC
15537;45;Super-X Offroad Car;OK;60.3;2014-01-03 09:00:00 UTC
15536;46;Super-X Offroad Car;OK;59.7;2014-01-03 09:00:00 UTC
15535;47;Super-X BIPM Expert Racer;OK;9.2;2014-01-03 09:00:00 UTC
15534;48;Super-X BIPM Expert Racer;OK;33.8;2014-01-03 09:00:00 UTC
15533;49;Super-X BIPM Expert Racer;OK;54.2;2014-01-03 09:00:00 UTC
15532;50;Super-X BIPM Expert Racer;OK;5.0;2014-01-03 09:00:00 UTC
15545;37;Super-X Offroad Car;OK;64.3;2014-01-03 09:00:00 UTC
15645;1;Drive Unit 12V;Problematic;106.6;2014-01-24 15:13:08 UTC
15644;2;Drive Unit 12V;Problematic;96.8;2014-01-24 15:13:08 UTC
15643;3;Drive Unit 12V;OK;27.1;2014-01-24 15:13:08 UTC
15642;4;Drive Unit 12V;OK;60.0;2014-01-24 15:13:08 UTC
15641;5;Drive Unit 12V;OK;14.9;2014-01-24 15:13:08 UTC
15640;6;Drive Unit 12V;Problematic;121.4;2014-01-24 15:13:08 UTC
15639;7;Drive Unit 12V;OK;51.6;2014-01-24 15:13:08 UTC
15638;8;Drive Unit 12V;Problematic;35.0;2014-01-24 15:13:08 UTC
15637;9;Drive Unit 12V;OK;14.7;2014-01-24 15:13:08 UTC
15636;10;Drive Unit 12V;OK;43.9;2014-01-24 15:13:08 UTC
15635;11;Drive Unit 12V;OK;58.0;2014-01-24 15:13:08 UTC
15634;12;Drive Unit 12V;OK;35.9;2014-01-24 15:13:08 UTC
15633;13;Drive Unit 12V;OK;16.7;2014-01-24 15:13:08 UTC
15632;14;Drive Unit 12V;OK;50.9;2014-01-24 15:13:08 UTC
15631;15;Drive Unit 12V;OK;6.2;2014-01-24 15:13:08 UTC
15630;16;Drive Unit 12V;OK;49.0;2014-01-24 15:13:08 UTC
15629;17;Drive Unit 12V;Problematic;122.4;2014-01-24 15:13:08 UTC
15628;18;Drive Unit 12V;OK;61.8;2014-01-24 15:13:08 UTC
15627;19;Drive Unit 12V;OK;39.2;2014-01-24 15:13:08 UTC
15626;20;Drive Unit 12V;OK;47.9;2014-01-24 15:13:08 UTC
15625;21;Drive Unit 12V;OK;11.9;2014-01-24 15:13:08 UTC
15624;22;Drive Unit 12V;OK;34.9;2014-01-24 15:13:08 UTC
15623;23;Drive Unit 12V;OK;56.3;2014-01-24 15:13:08 UTC
15622;24;Drive Unit 12V;OK;26.2;2014-01-24 15:13:08 UTC
15621;25;Drive Unit 12V;OK;32.4;2014-01-24 15:13:08 UTC
15620;26;Drive Unit 12V;OK;43.9;2014-01-24 15:13:08 UTC
15619;27;Drive Unit 12V;OK;61.9;2014-01-24 15:13:08 UTC
15618;28;Drive Unit 12V;OK;16.4;2014-01-24 15:13:08 UTC
15617;29;Drive Unit 12V;Problematic;84.4;2014-01-24 15:13:08 UTC
15616;30;Drive Unit 12V;OK;33.5;2014-01-24 15:13:08 UTC
15615;31;Drive Unit 12V;OK;38.6;2014-01-24 15:13:08 UTC
15614;32;Drive Unit 12V;OK;9.5;2014-01-24 15:13:08 UTC
15613;33;Drive Unit 12V;OK;28.8;2014-01-24 15:13:08 UTC
15612;34;Drive Unit 12V;OK;56.6;2014-01-24 15:13:08 UTC
15611;35;Drive Unit 12V;OK;15.0;2014-01-24 15:13:08 UTC
15610;36;Drive Unit 12V;OK;30.1;2014-01-24 15:13:08 UTC
15609;37;Drive Unit 12V;OK;50.2;2014-01-24 15:13:08 UTC
15608;38;Drive Unit 12V;Problematic;91.6;2014-01-24 15:13:08 UTC
15607;39;Drive Unit 12V;Problematic;102.6;2014-01-24 15:13:08 UTC
15606;40;Drive Unit 12V;OK;43.3;2014-01-24 15:13:08 UTC
15605;41;Drive Unit 12V;OK;41.9;2014-01-24 15:13:08 UTC
15604;42;Drive Unit 12V;OK;36.0;2014-01-24 15:13:08 UTC
15603;43;Drive Unit 12V;Problematic;96.6;2014-01-24 15:13:08 UTC
15602;44;Drive Unit 12V;OK;65.0;2014-01-24 15:13:08 UTC
15601;45;Drive Unit 12V;OK;23.7;2014-01-24 15:13:08 UTC
15600;46;Drive Unit 12V;Problematic;89.8;2014-01-24 15:13:08 UTC
15599;47;Drive Unit 12V;OK;33.4;2014-01-24 15:13:08 UTC
15598;48;Drive Unit 12V;OK;49.3;2014-01-24 15:13:08 UTC
15597;49;Drive Unit 12V;OK;62.0;2014-01-24 15:13:08 UTC
15596;50;Drive Unit 12V;Problematic;29.6;2014-01-24 15:13:08 UTC
15595;101;Side Panel;OK;61.5;2014-01-24 15:13:08 UTC
15594;102;Side Panel;OK;62.3;2014-01-24 15:13:08 UTC
15593;103;Side Panel;OK;50.2;2014-01-24 15:13:08 UTC
15592;104;Side Panel;OK;45.4;2014-01-24 15:13:08 UTC
15591;105;Side Panel;OK;55.9;2014-01-24 15:13:08 UTC
15590;106;Side Panel;OK;53.9;2014-01-24 15:13:08 UTC
15589;107;Side Panel;OK;28.5;2014-01-24 15:13:08 UTC
15588;108;Side Panel;OK;8.9;2014-01-24 15:13:08 UTC
15587;109;Side Panel;OK;37.2;2014-01-24 15:13:08 UTC
15586;110;Side Panel;OK;8.1;2014-01-24 15:13:08 UTC
15585;111;Side Panel;OK;17.2;2014-01-24 15:13:08 UTC
15584;112;Side Panel;Problematic;25.4;2014-01-24 15:13:08 UTC
15583;113;Side Panel;OK;27.5;2014-01-24 15:13:08 UTC
15582;114;Side Panel;Problematic;53.6;2014-01-24 15:13:08 UTC
15581;115;Side Panel;OK;62.9;2014-01-24 15:13:08 UTC
15580;116;Side Panel;OK;30.6;2014-01-24 15:13:08 UTC
15579;117;Side Panel;OK;42.0;2014-01-24 15:13:08 UTC
15578;118;Side Panel;OK;11.3;2014-01-24 15:13:08 UTC
15577;119;Side Panel;OK;61.0;2014-01-24 15:13:08 UTC
15576;120;Side Panel;Problematic;50.6;2014-01-24 15:13:08 UTC
15575;121;Side Panel;OK;29.3;2014-01-24 15:13:08 UTC
15574;122;Side Panel;OK;56.9;2014-01-24 15:13:08 UTC
15573;123;Side Panel;OK;40.6;2014-01-24 15:13:08 UTC
15572;124;Side Panel;OK;39.2;2014-01-24 15:13:08 UTC
15571;125;Side Panel;OK;37.0;2014-01-24 15:13:08 UTC
15570;126;Side Panel;OK;37.0;2014-01-24 15:13:08 UTC
15569;127;Side Panel;Problematic;47.4;2014-01-24 15:13:08 UTC
15568;128;Side Panel;OK;37.5;2014-01-24 15:13:08 UTC
15567;129;Side Panel;OK;8.4;2014-01-24 15:13:08 UTC
15566;130;Side Panel;OK;44.9;2014-01-24 15:13:08 UTC
15565;131;Roof;OK;31.9;2014-01-24 15:13:08 UTC
15564;132;Roof;OK;33.0;2014-01-24 15:13:08 UTC
15563;133;Roof;OK;20.9;2014-01-24 15:13:08 UTC
15562;134;Roof;OK;52.9;2014-01-24 15:13:08 UTC
15561;135;Roof;Problematic;22.6;2014-01-24 15:13:08 UTC
15560;136;Roof;OK;49.6;2014-01-24 15:13:08 UTC
15559;137;Roof;Problematic;74.8;2014-01-24 15:13:08 UTC
15558;138;Roof;OK;54.2;2014-01-24 15:13:08 UTC
15557;139;Roof;OK;64.0;2014-01-24 15:13:08 UTC
15556;140;Roof;OK;50.5;2014-01-24 15:13:08 UTC
15555;141;Roof;OK;44.4;2014-01-24 15:13:08 UTC
15554;142;Roof;OK;46.6;2014-01-24 15:13:08 UTC
15553;143;Roof;OK;47.5;2014-01-24 15:13:08 UTC
15552;144;Roof;Problematic;111.0;2014-01-24 15:13:08 UTC
15551;145;Roof;OK;48.3;2014-01-24 15:13:08 UTC
15550;146;Roof;OK;53.4;2014-01-24 15:13:08 UTC
15549;147;Roof;OK;9.1;2014-01-24 15:13:08 UTC
15548;148;Roof;OK;9.8;2014-01-24 15:13:08 UTC
15547;149;Roof;Problematic;49.0;2014-01-24 15:13:08 UTC
15546;150;Roof;OK;40.5;2014-01-24 15:13:08 UTC
15724;1;R/C Drive Unit 12V;Problematic;105.2;2014-01-27 09:00:00 UTC
15723;2;R/C Drive Unit 12V;OK;48.3;2014-01-27 09:00:00 UTC
15722;3;R/C Drive Unit 12V;OK;8.3;2014-01-27 09:00:00 UTC
15721;4;R/C Drive Unit 12V;OK;36.2;2014-01-27 09:00:00 UTC
15720;5;R/C Drive Unit 12V;OK;15.2;2014-01-27 09:00:00 UTC
15719;6;R/C Drive Unit 12V;OK;20.3;2014-01-27 09:00:00 UTC
15718;7;R/C Drive Unit 12V;OK;40.6;2014-01-27 09:00:00 UTC
15717;8;R/C Drive Unit 12V;OK;10.0;2014-01-27 09:00:00 UTC
15716;9;R/C Drive Unit 12V;OK;55.8;2014-01-27 09:00:00 UTC
15715;10;R/C Drive Unit 12V;OK;29.3;2014-01-27 09:00:00 UTC
15714;11;R/C Drive Unit 12V;OK;6.6;2014-01-27 09:00:00 UTC
15713;12;R/C Drive Unit 12V;OK;51.5;2014-01-27 09:00:00 UTC
15712;13;R/C Drive Unit 12V;OK;43.3;2014-01-27 09:00:00 UTC
15711;14;R/C Drive Unit 12V;OK;58.1;2014-01-27 09:00:00 UTC
15710;15;R/C Drive Unit 12V;OK;37.8;2014-01-27 09:00:00 UTC
15709;16;R/C Drive Unit 12V;OK;27.6;2014-01-27 09:00:00 UTC
15708;17;R/C Drive Unit 12V;Problematic;28.0;2014-01-27 09:00:00 UTC
15707;18;R/C Drive Unit 12V;OK;21.0;2014-01-27 09:00:00 UTC
15706;19;R/C Drive Unit 12V;Problematic;38.0;2014-01-27 09:00:00 UTC
15705;20;R/C Drive Unit 12V;OK;32.6;2014-01-27 09:00:00 UTC
15704;21;R/C Drive Unit 12V;OK;20.7;2014-01-27 09:00:00 UTC
15703;22;R/C Drive Unit 12V;OK;10.3;2014-01-27 09:00:00 UTC
15702;23;R/C Drive Unit 12V;OK;16.1;2014-01-27 09:00:00 UTC
15701;24;R/C Drive Unit 12V;OK;63.6;2014-01-27 09:00:00 UTC
15700;25;R/C Drive Unit 12V;Problematic;39.6;2014-01-27 09:00:00 UTC
15699;26;R/C Drive Unit 12V;OK;62.9;2014-01-27 09:00:00 UTC
15698;27;R/C Drive Unit 12V;OK;33.1;2014-01-27 09:00:00 UTC
15697;28;R/C Drive Unit 12V;OK;48.4;2014-01-27 09:00:00 UTC
15696;29;R/C Drive Unit 12V;OK;25.8;2014-01-27 09:00:00 UTC
15695;30;R/C Drive Unit 12V;Problematic;95.0;2014-01-27 09:00:00 UTC
15694;31;R/C Drive Unit 12V;OK;64.4;2014-01-27 09:00:00 UTC
15693;32;R/C Drive Unit 12V;OK;15.8;2014-01-27 09:00:00 UTC
15692;33;R/C Drive Unit 12V;OK;5.2;2014-01-27 09:00:00 UTC
15691;34;R/C Drive Unit 12V;OK;60.5;2014-01-27 09:00:00 UTC
15690;35;R/C Drive Unit 12V;OK;61.0;2014-01-27 09:00:00 UTC
15689;36;R/C Drive Unit 12V;Problematic;112.8;2014-01-27 09:00:00 UTC
15688;37;R/C Drive Unit 12V;OK;49.0;2014-01-27 09:00:00 UTC
15687;38;R/C Drive Unit 12V;OK;56.9;2014-01-27 09:00:00 UTC
15686;39;R/C Drive Unit 12V;OK;10.3;2014-01-27 09:00:00 UTC
15685;40;R/C Drive Unit 12V;OK;51.5;2014-01-27 09:00:00 UTC
15684;41;R/C Drive Unit 12V;OK;28.2;2014-01-27 09:00:00 UTC
15683;42;R/C Drive Unit 12V;OK;8.6;2014-01-27 09:00:00 UTC
15682;43;Drive Unit 12V;OK;16.6;2014-01-27 09:00:00 UTC
15681;44;Drive Unit 12V;OK;22.3;2014-01-27 09:00:00 UTC
15680;45;Drive Unit 12V;OK;14.9;2014-01-27 09:00:00 UTC
15679;46;Drive Unit 12V;Problematic;20.6;2014-01-27 09:00:00 UTC
15678;47;Drive Unit 12V;OK;7.0;2014-01-27 09:00:00 UTC
15677;48;Drive Unit 12V;OK;56.5;2014-01-27 09:00:00 UTC
15676;49;Drive Unit 12V;OK;45.3;2014-01-27 09:00:00 UTC
15675;50;Drive Unit 12V;OK;53.1;2014-01-27 09:00:00 UTC
15674;122;Underbody;OK;55.8;2014-01-27 09:00:00 UTC
15673;123;Underbody;OK;11.8;2014-01-27 09:00:00 UTC
15672;124;Underbody;OK;16.1;2014-01-27 09:00:00 UTC
15671;125;Underbody;OK;29.0;2014-01-27 09:00:00 UTC
15670;126;Underbody;OK;23.8;2014-01-27 09:00:00 UTC
15669;127;Underbody;OK;57.3;2014-01-27 09:00:00 UTC
15668;128;Underbody;OK;26.1;2014-01-27 09:00:00 UTC
15667;129;Underbody;OK;21.1;2014-01-27 09:00:00 UTC
15666;130;Underbody;OK;27.2;2014-01-27 09:00:00 UTC
15665;131;Underbody;OK;8.6;2014-01-27 09:00:00 UTC
15664;132;Underbody;OK;59.7;2014-01-27 09:00:00 UTC
15663;133;Underbody;OK;55.4;2014-01-27 09:00:00 UTC
15662;134;Underbody;OK;50.7;2014-01-27 09:00:00 UTC
15661;135;Underbody;OK;33.1;2014-01-27 09:00:00 UTC
15660;136;Underbody;OK;59.4;2014-01-27 09:00:00 UTC
15659;137;Underbody;OK;14.4;2014-01-27 09:00:00 UTC
15658;138;Underbody;OK;49.7;2014-01-27 09:00:00 UTC
15657;139;Underbody;OK;60.1;2014-01-27 09:00:00 UTC
15656;140;Underbody;Problematic;133.8;2014-01-27 09:00:00 UTC
15655;141;Underbody;OK;50.8;2014-01-27 09:00:00 UTC
15654;142;Side Panel;OK;22.9;2014-01-27 09:00:00 UTC
15653;143;Side Panel;OK;50.3;2014-01-27 09:00:00 UTC
15652;144;Side Panel;OK;58.1;2014-01-27 09:00:00 UTC
15651;145;Side Panel;Problematic;87.6;2014-01-27 09:00:00 UTC
15650;146;Side Panel;OK;41.0;2014-01-27 09:00:00 UTC
15649;147;Side Panel;OK;9.8;2014-01-27 09:00:00 UTC
15648;148;Side Panel;OK;30.4;2014-01-27 09:00:00 UTC
15647;149;Side Panel;OK;44.3;2014-01-27 09:00:00 UTC
15646;150;Side Panel;OK;23.7;2014-01-27 09:00:00 UTC
15774;1;Autobody;OK;10.2;2014-01-28 09:00:00 UTC
15773;2;Autobody;OK;5.8;2014-01-28 09:00:00 UTC
15772;3;Autobody;Problematic;101.8;2014-01-28 09:00:00 UTC
15771;4;Autobody;OK;24.0;2014-01-28 09:00:00 UTC
15770;5;Autobody;OK;45.0;2014-01-28 09:00:00 UTC
15769;6;Autobody;OK;38.8;2014-01-28 09:00:00 UTC
15768;7;Autobody;OK;59.1;2014-01-28 09:00:00 UTC
15767;8;Autobody;Problematic;51.6;2014-01-28 09:00:00 UTC
15766;9;Autobody;OK;58.4;2014-01-28 09:00:00 UTC
15765;10;Autobody;OK;8.1;2014-01-28 09:00:00 UTC
15764;11;Autobody;OK;20.1;2014-01-28 09:00:00 UTC
15763;12;Autobody;OK;28.9;2014-01-28 09:00:00 UTC
15762;13;Autobody;OK;52.5;2014-01-28 09:00:00 UTC
15761;14;Autobody;OK;11.1;2014-01-28 09:00:00 UTC
15760;15;Autobody;Problematic;44.0;2014-01-28 09:00:00 UTC
15759;16;Autobody;OK;6.9;2014-01-28 09:00:00 UTC
15758;17;Autobody;OK;64.1;2014-01-28 09:00:00 UTC
15757;18;Autobody;OK;56.0;2014-01-28 09:00:00 UTC
15756;19;Autobody;Problematic;24.0;2014-01-28 09:00:00 UTC
15755;20;Autobody;OK;64.9;2014-01-28 09:00:00 UTC
15754;21;Autobody;Problematic;129.2;2014-01-28 09:00:00 UTC
15753;22;Autobody;OK;59.7;2014-01-28 09:00:00 UTC
15752;23;Autobody;OK;17.7;2014-01-28 09:00:00 UTC
15751;24;Autobody;OK;61.7;2014-01-28 09:00:00 UTC
15750;25;Autobody;OK;41.2;2014-01-28 09:00:00 UTC
15749;26;Autobody;Problematic;22.0;2014-01-28 09:00:00 UTC
15748;27;Autobody;OK;64.0;2014-01-28 09:00:00 UTC
15747;28;Autobody;OK;24.4;2014-01-28 09:00:00 UTC
15746;29;Autobody;OK;15.6;2014-01-28 09:00:00 UTC
15745;30;Autobody;Problematic;48.6;2014-01-28 09:00:00 UTC
15744;31;Autobody;OK;47.9;2014-01-28 09:00:00 UTC
15743;32;Autobody;OK;60.9;2014-01-28 09:00:00 UTC
15742;33;Autobody;OK;20.5;2014-01-28 09:00:00 UTC
15741;34;Autobody;OK;31.8;2014-01-28 09:00:00 UTC
15740;35;Autobody;OK;16.8;2014-01-28 09:00:00 UTC
15739;36;Autobody;Problematic;23.2;2014-01-28 09:00:00 UTC
15738;37;Autobody;OK;38.7;2014-01-28 09:00:00 UTC
15737;38;Autobody;OK;11.1;2014-01-28 09:00:00 UTC
15736;39;Autobody;OK;34.5;2014-01-28 09:00:00 UTC
15735;40;Autobody;OK;55.6;2014-01-28 09:00:00 UTC
15734;41;Autobody;OK;42.1;2014-01-28 09:00:00 UTC
15733;42;Autobody;OK;12.3;2014-01-28 09:00:00 UTC
15732;43;Autobody;OK;25.6;2014-01-28 09:00:00 UTC
15731;44;Autobody;OK;61.5;2014-01-28 09:00:00 UTC
15730;45;Autobody;OK;54.5;2014-01-28 09:00:00 UTC
15729;46;Autobody;OK;57.5;2014-01-28 09:00:00 UTC
15728;47;Autobody;OK;20.5;2014-01-28 09:00:00 UTC
15727;48;Autobody;OK;25.3;2014-01-28 09:00:00 UTC
15726;49;Autobody;OK;56.3;2014-01-28 09:00:00 UTC
15725;50;Autobody;OK;30.3;2014-01-28 09:00:00 UTC
15824;1;Booster Beast Autobody;OK;45.0;2014-01-29 09:00:00 UTC
15823;2;Booster Beast Autobody;OK;46.4;2014-01-29 09:00:00 UTC
15822;3;Booster Beast Autobody;OK;26.0;2014-01-29 09:00:00 UTC
15821;4;Booster Beast Autobody;OK;64.2;2014-01-29 09:00:00 UTC
15820;5;Booster Beast Autobody;OK;6.0;2014-01-29 09:00:00 UTC
15819;6;Booster Beast Autobody;OK;14.2;2014-01-29 09:00:00 UTC
15818;7;Booster Beast Autobody;OK;43.1;2014-01-29 09:00:00 UTC
15817;8;Booster Beast Autobody;OK;12.8;2014-01-29 09:00:00 UTC
15816;9;Monster Truck Autobody;OK;26.2;2014-01-29 09:00:00 UTC
15815;10;Monster Truck Autobody;OK;22.5;2014-01-29 09:00:00 UTC
15814;11;Monster Truck Autobody;OK;6.6;2014-01-29 09:00:00 UTC
15813;12;Monster Truck Autobody;OK;24.5;2014-01-29 09:00:00 UTC
15812;13;Monster Truck Autobody;OK;25.2;2014-01-29 09:00:00 UTC
15811;14;Monster Truck Autobody;OK;64.9;2014-01-29 09:00:00 UTC
15810;15;Buggy Champ Autobody;OK;40.3;2014-01-29 09:00:00 UTC
15809;16;Buggy Champ Autobody;OK;62.1;2014-01-29 09:00:00 UTC
15808;17;Buggy Champ Autobody;OK;54.0;2014-01-29 09:00:00 UTC
